,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,year,month,day
2214,775000.0,3,3.0,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,0.15860735009671179,0.21592993668264393,2015,3,13
2215,1027500.0,4,3.0,3540,10202,2.0,0,0,3,8,2720,820,1988,0,0.41779497098646035,0.5954790224273626,2015,4,9
2216,327000.0,4,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,0.1334622823984526,0.3165276051837387,2014,10,23
2217,564500.0,4,2.75,3100,14568,2.0,0,0,3,8,3100,0,1995,0,0.4332688588007737,0.8133617373809101,2015,4,21
2218,782000.0,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,0.14313346228239843,0.20557429433694302,2014,10,17
2219,398000.0,4,2.5,2820,5510,2.0,0,0,3,9,2820,0,2005,0,0.42553191489361697,0.2875318066157761,2015,1,28
2220,257000.0,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,0.17214700193423593,0.4272442156340612,2015,1,30
2221,235000.0,4,2.0,1570,9415,2.0,0,0,4,7,1570,0,1984,0,0.1798839458413926,0.4927510503580093,2014,6,25
2222,453000.0,4,2.75,2300,37533,1.0,0,3,5,8,1550,750,1979,0,0.2920696324951644,0.5586721107757856,2014,6,27
2223,535000.0,2,1.0,920,9000,1.0,0,0,1,6,920,0,1954,0,0.22050290135396516,0.45854784306763713,2015,3,16
2224,275000.0,3,2.5,1600,7000,2.0,0,0,4,8,1600,0,1993,0,0.20889748549323017,0.3757027043020297,2014,5,7
2225,665000.0,3,2.5,2630,10047,2.0,0,0,3,9,2630,0,1996,0,0.39071566731141194,0.5899165631102432,2014,9,15
2226,670000.0,4,2.75,3020,13530,1.0,0,0,4,8,1540,1480,1977,0,0.31141199226305605,0.6654239895851826,2014,8,6
2227,465000.0,3,1.75,1490,10757,1.0,0,0,3,7,1060,430,1966,0,0.16827852998065762,0.5892656370199421,2015,4,27
2228,210000.0,3,1.5,1160,5200,1.0,0,0,5,7,1160,0,1970,0,0.10638297872340426,0.2691875258891058,2014,10,23
2229,265000.0,4,2.5,2040,4443,2.0,0,0,3,8,2040,0,2001,0,0.27466150870406186,0.23587194508550802,2014,12,4
2230,426000.0,2,2.5,1550,2657,2.0,0,0,4,8,1550,0,1987,0,0.18375241779497098,0.10598260252085921,2015,4,13
2231,529219.0,4,2.25,1990,7610,1.0,0,0,4,8,1290,700,1966,0,0.23210831721470015,0.44659447304574235,2014,10,29
2233,875000.0,5,3.5,3840,8279,2.0,0,0,3,9,3840,0,2001,0,0.5705996131528046,0.4513876560743239,2014,7,1
2234,608000.0,4,3.0,2400,7680,1.0,0,0,3,7,1200,1200,1956,0,0.39651837524177946,0.3367654890821942,2015,1,6
2237,295450.0,3,2.0,2030,17120,1.0,0,2,4,8,1890,140,1966,0,0.241779497098646,0.7699272146280846,2014,8,18
2238,315000.0,2,1.0,840,5087,1.0,0,0,3,7,840,0,1925,0,0.1876208897485493,0.262500739688739,2014,11,11
2239,205000.0,4,2.0,1450,8175,1.0,0,0,4,7,1450,0,1967,0,0.18375241779497098,0.4954731049174507,2015,2,13
2240,310000.0,3,1.5,1460,9908,1.0,0,0,3,7,1460,0,1952,0,0.15473887814313342,0.5284928102254571,2014,7,9
2241,1000000.0,5,1.0,2010,5210,1.5,0,0,3,9,1890,120,1927,0,0.3307543520309478,0.25735250606544763,2015,5,3
2242,525000.0,4,2.5,2910,7631,2.0,0,2,3,9,2910,0,2006,0,0.49709864603481624,0.2900171607787443,2014,6,2
2243,284000.0,4,1.75,1880,8800,1.0,0,0,3,7,1130,750,1960,0,0.13926499032882012,0.47825315107402805,2014,7,9
2245,405000.0,2,1.0,1260,4377,1.0,0,0,4,7,1260,0,1947,0,0.15473887814313342,0.3387774424522161,2014,6,19
2246,509950.0,3,2.5,1970,9153,2.0,0,0,3,8,1970,0,2007,0,0.22823984526112184,0.5413929818332446,2014,9,16
2248,990000.0,4,3.75,3450,4940,2.0,0,0,3,10,2570,880,2006,0,0.2437137330754352,0.2802532694242263,2015,4,23
2249,280005.0,3,1.5,1130,7200,1.0,0,0,3,7,1130,0,1954,0,0.09864603481624758,0.3875377241256879,2015,4,14
2250,700000.0,3,1.75,2600,7668,1.0,0,0,4,8,1300,1300,1968,0,0.26305609284332687,0.7700455648263211,2014,9,3
2251,330000.0,3,1.0,1030,7620,1.0,0,0,3,7,1030,0,1953,0,0.0793036750483559,0.40884075980827267,2014,8,4
2252,340000.0,2,1.0,1700,6718,1.0,0,2,3,7,1230,470,1956,0,0.27466150870406186,0.40529025386117523,2015,2,23
2253,468000.0,2,2.5,1480,2167,2.0,0,0,3,8,1390,90,2007,0,0.2920696324951644,0.1127285638203444,2014,8,18
2254,1339000.0,4,2.5,4250,19387,2.0,0,2,4,9,3260,990,1972,0,0.5938104448742746,0.9688738978637789,2014,6,9
2256,245000.0,4,2.0,1870,8750,1.0,0,2,3,7,1870,0,1977,0,0.22243713733075432,0.44712704893780697,2014,11,12
2257,265000.0,3,2.5,1440,7741,1.0,0,0,4,7,1000,440,1983,0,0.2050290135396518,0.39440203562340964,2014,5,27
2258,372400.0,3,2.5,2720,11937,2.0,0,0,3,9,2720,0,1990,0,0.3810444874274661,0.5344694952364045,2015,3,17
2259,390000.0,3,1.5,1240,8410,1.0,0,0,5,6,1240,0,1948,0,0.19535783365570597,0.45913959405882004,2015,5,4
2260,208000.0,3,1.0,1020,6120,1.0,0,0,4,7,1020,0,1967,0,0.14506769825918758,0.43487780342032073,2015,2,3
2261,273000.0,2,0.5,1180,7750,1.0,0,0,4,6,590,590,1945,0,0.1470019342359768,0.49263270015977273,2014,10,3
2262,455000.0,5,3.5,3080,7759,2.0,0,0,3,8,2310,770,2003,0,0.4564796905222437,0.44807385052369963,2014,10,9
2263,270000.0,4,2.5,1750,6397,2.0,0,0,3,7,1750,0,1988,0,0.2553191489361702,0.34623350494112076,2015,3,30
2264,618000.0,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,0.21276595744680848,0.4644653529794663,2014,7,30
2265,213550.0,3,2.5,1580,8541,2.0,0,0,3,7,1580,0,1990,0,0.19729206963249513,0.4077756080241434,2014,10,21
2266,210000.0,5,1.75,2340,9148,2.0,0,0,3,7,2340,0,1957,0,0.14893617021276595,0.5543523285401504,2014,7,29
2267,2750000.0,5,4.0,6300,16065,2.0,0,1,3,12,4360,1940,2004,0,0.5106382978723404,0.9844369489318895,2015,1,12
2268,403500.0,4,2.75,2400,3844,1.0,0,0,5,7,1200,1200,1974,0,0.09284332688588008,0.18894609148470326,2014,12,15
2269,235000.0,3,1.5,1300,7600,1.0,0,0,4,7,1300,0,1963,0,0.18375241779497098,0.41120776377300433,2015,2,25
2270,287500.0,3,2.0,1760,7147,1.0,0,0,4,6,880,880,1936,0,0.21276595744680848,0.3844014438724185,2015,4,21
2271,546800.0,4,1.5,1520,5910,1.0,0,0,3,7,1020,500,1946,0,0.21083172147001933,0.3112018462630925,2014,9,29
2272,183000.0,3,1.75,1070,8100,1.0,0,0,4,6,1070,0,1957,0,0.12379110251450677,0.44079531333214983,2014,6,16
2274,299500.0,3,1.0,1280,6726,1.0,0,0,3,6,1280,0,1958,0,0.19535783365570597,0.25735250606544763,2014,12,5
2275,610000.0,4,2.25,1660,7350,1.0,0,0,3,8,1660,0,1965,2014,0.2263056092843327,0.4026273744008521,2014,10,27
2276,288350.0,3,1.5,1860,7963,1.0,0,0,3,7,1200,660,1963,0,0.22823984526112184,0.5768980413042192,2014,6,9
2277,500000.0,2,1.0,950,4500,1.0,0,2,3,7,850,100,1926,0,0.20309477756286265,0.19817740694715663,2014,7,1
2278,625000.0,4,2.75,2140,4000,1.0,0,0,3,7,1190,950,1951,0,0.29400386847195353,0.24374223326824074,2014,12,5
2279,418000.0,2,1.5,1480,1349,2.0,0,0,3,7,1240,240,2007,0,0.1798839458413926,0.04130421918456714,2015,4,29
2280,660000.0,3,3.0,2260,1825,2.0,0,0,3,8,1660,600,2002,0,0.31721470019342357,0.07000414225693828,2014,8,25
2281,775000.0,4,2.5,2300,6158,2.0,0,0,3,9,2300,0,1999,0,0.29980657640232106,0.342209598201077,2014,6,23
2282,429500.0,3,2.75,1650,7272,1.0,0,0,4,7,1230,420,1972,0,0.22243713733075432,0.39179833126220487,2015,1,23
2283,569000.0,3,2.0,1990,3000,1.5,0,0,3,7,1230,760,1908,1970,0.18955512572533845,0.2029114148766199,2014,11,24
2284,250000.0,4,2.0,1960,7560,1.0,0,0,5,7,1160,800,1978,0,0.25725338491295935,0.40884075980827267,2014,5,20
2285,225000.0,3,1.5,1310,10491,1.0,0,0,4,7,1310,0,1969,0,0.15667311411992263,0.533345168353157,2014,12,9
2286,530000.0,4,2.75,2450,15002,1.0,0,0,5,9,2450,0,1974,0,0.39264990328820115,0.852358127699864,2014,5,14
2287,306000.0,3,1.0,910,8658,1.0,0,0,3,7,910,0,1955,0,0.10638297872340426,0.565063021480561,2014,9,5
2288,517100.0,3,1.75,1580,9719,1.0,0,0,5,7,1580,0,1962,0,0.22050290135396516,0.4667731818450796,2015,4,13
2289,354950.0,3,1.75,1780,9689,1.0,0,0,3,7,1130,650,1976,0,0.2011605415860735,0.5405645304455885,2014,8,22
2290,348000.0,3,1.5,1040,1824,1.0,0,0,3,6,1040,0,1925,0,0.07543520309477757,0.26327001597727673,2015,4,14
2292,275000.0,3,2.5,1720,8755,1.0,0,0,3,8,1000,720,1983,0,0.21276595744680848,0.47570862181194157,2014,6,4
2293,390000.0,3,1.5,1600,10440,1.0,0,0,3,7,1600,0,1954,0,0.18955512572533845,0.4831646843008462,2014,12,18
2294,260000.0,3,1.5,1320,9750,1.0,0,0,3,7,1320,0,1954,0,0.1760154738878143,0.5384342268773301,2014,9,10
2295,585000.0,5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1922,2015,0.2514506769825919,0.20871057459021242,2014,7,28
2296,605000.0,5,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1925,0,0.18955512572533845,0.2332090656251849,2014,6,3
2297,342000.0,4,2.5,2300,6448,2.0,0,0,3,8,2300,0,2001,0,0.23984526112185683,0.3089531924965974,2014,7,3
2299,252000.0,3,1.75,1430,7700,1.0,0,0,4,7,980,450,1981,0,0.15667311411992263,0.47186224036925256,2015,3,30
2300,357000.0,3,1.75,2400,14012,1.0,0,0,3,9,2400,0,1971,0,0.42166344294003866,0.7892182969406474,2015,2,19
2301,370000.0,3,1.0,940,7910,1.0,0,0,4,6,940,0,1959,0,0.07350096711798838,0.41712527368483343,2014,12,24
2302,322500.0,3,1.0,1020,13504,1.0,0,0,5,7,1020,0,1959,0,0.09477756286266924,0.6217527664358838,2015,4,6
2303,210000.0,2,2.0,1680,5756,2.0,0,0,4,7,1680,0,1910,0,0.13926499032882012,0.28380377537132373,2014,6,20
2304,290000.0,2,1.0,1340,9840,1.0,0,0,3,7,1340,0,1949,0,0.19148936170212766,0.4910349724835789,2014,12,8
2305,860000.0,4,3.25,3960,7012,2.0,0,0,3,10,3960,0,2005,0,0.5918762088974855,0.4657672051600686,2014,6,12
2306,302000.0,6,2.0,2650,4621,1.5,0,0,3,8,2650,0,1911,0,0.19729206963249513,0.25019231907213446,2015,2,25
2307,369160.0,4,2.25,2120,9680,2.0,0,2,4,8,2120,0,1965,0,0.33655705996131524,0.5323391916681461,2014,8,21
2308,1185000.0,4,2.75,2850,3000,2.5,0,0,3,9,2530,320,2003,0,0.2829787234042553,0.22776495650630213,2015,5,7
2309,993000.0,4,2.0,2850,14810,2.0,0,0,5,8,2490,360,1954,0,0.35009671179883944,0.5800934966566069,2014,9,2
2310,380000.0,6,2.0,1870,6969,1.0,0,0,4,7,1870,0,1968,0,0.17021276595744678,0.3738682762293627,2014,11,14
2311,635000.0,4,2.0,2660,8160,1.0,0,0,4,7,1380,1280,1949,0,0.2011605415860735,0.44434581927924727,2014,9,10
2312,260000.0,3,1.0,1190,11120,1.0,0,0,3,6,1190,0,1947,0,0.11798839458413928,0.7141842712586544,2014,10,30
2313,243000.0,2,1.0,1770,5522,1.5,0,0,4,7,960,810,1943,0,0.23404255319148937,0.3980708917687437,2014,5,20
2314,1400000.0,4,2.5,2770,8879,2.0,0,0,3,9,2770,0,2001,0,0.41586073500967113,0.48707024084265343,2015,4,2
2315,665000.0,4,2.5,2080,8100,1.0,0,2,5,8,1220,860,1952,0,0.2843326885880077,0.44079531333214983,2014,9,15
2316,898000.0,5,2.25,2700,9000,2.0,0,0,5,9,2700,0,1987,0,0.38878143133462284,0.4940529025386117,2014,9,9
2317,583000.0,4,2.75,2200,9453,1.0,0,0,5,8,1100,1100,1955,0,0.14893617021276595,0.27835966625244096,2014,7,25
2318,429000.0,4,1.75,2160,7700,2.0,0,0,2,8,2160,0,1977,0,0.28239845261121854,0.41712527368483343,2014,12,4
2319,471000.0,3,2.5,2010,4059,2.0,0,0,3,8,2010,0,1998,0,0.2688588007736944,0.30344990827859636,2014,12,16
2320,1810000.0,3,3.5,3780,8295,2.0,0,0,3,9,2430,1350,1951,0,0.6112185686653772,0.5015681401266348,2015,3,12
2322,450000.0,3,1.5,1770,17208,1.0,0,0,3,8,1160,610,1959,0,0.35396518375241776,0.9744363571808984,2014,5,12
2323,552500.0,3,1.0,1430,5000,1.0,0,0,3,7,1430,0,1949,0,0.11411992263056094,0.25735250606544763,2015,4,8
2324,437000.0,4,1.75,1700,10642,1.0,0,0,4,7,850,850,1954,0,0.19148936170212766,0.6242381205988521,2015,2,17
2325,270000.0,4,2.0,1830,5220,1.5,0,0,3,7,1830,0,1951,0,0.22050290135396516,0.30214805609799394,2015,1,9
2326,226740.0,3,1.5,1410,8800,1.0,0,0,4,7,1410,0,1965,0,0.3017408123791102,0.5596189123616783,2014,7,16
2327,446500.0,4,2.5,3060,7920,1.0,0,0,3,8,1810,1250,1974,0,0.4003868471953578,0.4210900053257589,2015,2,18
2328,283000.0,3,2.0,1820,15068,2.0,0,2,3,7,1520,300,1920,2014,0.16827852998065762,0.5289070359192852,2014,11,25
2329,445000.0,4,1.75,2430,13211,1.5,0,0,4,7,2430,0,1909,1978,0.1373307543520309,0.5828155512160483,2014,7,15
2330,250000.0,2,1.0,740,6840,1.0,0,0,5,6,740,0,1942,0,0.023210831721470024,0.36623468844310314,2014,8,16
2331,307000.0,3,1.0,770,6552,1.0,0,0,3,6,670,100,1942,0,0.05802707930367505,0.3875377241256879,2015,3,9
2332,315000.0,4,2.75,2200,8580,1.0,0,0,3,8,1860,340,1991,0,0.3230174081237911,0.4239895851825552,2014,7,21
2334,264900.0,4,2.5,2040,7000,1.0,0,0,3,7,1250,790,1979,0,0.2475822050290135,0.3980708917687437,2015,4,24
2335,510000.0,3,2.0,1600,4510,1.0,0,0,3,7,990,610,1978,0,0.18568665377176014,0.23137463755251791,2014,9,22
2336,328000.0,4,2.5,1990,3980,2.0,0,0,3,7,1990,0,2002,0,0.26499032882011603,0.22024971891827916,2014,8,14
2337,358000.0,4,2.5,1830,7308,2.0,0,0,3,7,1830,0,2002,0,0.23404255319148937,0.29830167465530505,2015,5,4
2338,325000.0,3,2.5,2540,4260,2.0,0,0,3,7,2540,0,2005,0,0.3036750483558994,0.21356293271791227,2015,4,21
2339,1365000.0,2,3.25,2700,3444,3.0,1,3,3,9,2700,0,1990,0,0.4042553191489362,0.1652760518373868,2014,7,14
2340,230000.0,4,2.0,1440,10800,1.0,0,0,4,7,1440,0,1967,0,0.1102514506769826,0.3981892419669803,2015,3,5
2341,545000.0,3,2.0,1550,4000,1.0,0,0,3,7,940,610,1955,0,0.2437137330754352,0.19817740694715663,2015,4,23
2342,705380.0,3,2.5,2490,4343,2.0,0,0,3,9,2490,0,2003,0,0.2920696324951644,0.20444996745369548,2014,5,5
2343,459000.0,5,2.5,2650,12987,1.0,0,0,4,7,1350,1300,1979,0,0.2978723404255319,0.7145393218533641,2014,8,20
2344,815000.0,4,2.25,2000,3800,2.0,0,0,3,8,2000,0,2001,0,0.19148936170212766,0.18634238712349843,2014,5,28
2345,495000.0,6,5.0,3440,4500,2.0,0,0,3,8,3280,160,2007,0,0.1508704061895551,0.2869400556245932,2014,6,11
2347,430000.0,2,1.5,1320,1194,3.0,0,0,3,7,1320,0,2001,0,0.13539651837524175,0.03544588437185632,2014,12,17
2348,255000.0,4,2.5,2070,7800,2.0,0,0,3,8,2070,0,1989,0,0.25725338491295935,0.4239304100834369,2014,5,15
2349,588000.0,3,2.0,1860,4777,2.0,0,0,5,7,1860,0,1908,0,0.18568665377176014,0.18764423930410085,2014,7,7
2350,350000.0,3,1.0,940,7811,1.0,0,0,3,6,940,0,1959,0,0.10831721470019341,0.4046985028699923,2014,11,10
2351,625000.0,4,2.75,2290,21486,1.0,0,2,5,7,2290,0,1963,0,0.37137330754352027,0.9044913900230783,2015,3,13
2353,554000.0,3,2.0,1830,3500,1.5,0,0,5,7,1290,540,1909,0,0.1760154738878143,0.19817740694715663,2014,8,25
2354,775000.0,4,2.5,3090,7112,2.0,0,0,3,9,3090,0,2001,0,0.47001934235976783,0.3165276051837387,2014,7,28
2356,618000.0,3,2.75,3200,12682,2.0,0,1,3,9,3200,0,1977,0,0.437137330754352,0.5787916444760045,2014,10,28
2357,305000.0,4,1.0,1560,8450,1.5,0,0,4,6,1560,0,1954,0,0.1470019342359768,0.44079531333214983,2014,9,29
2358,232000.0,3,2.0,1280,13356,1.0,0,0,3,7,1280,0,1994,0,0.1876208897485493,0.4390792354577194,2014,12,5
2359,262000.0,4,2.5,2020,6236,2.0,0,0,3,7,2020,0,2002,0,0.2553191489361702,0.2618498135984378,2014,5,8
2360,234000.0,3,1.0,1040,8122,1.0,0,0,5,7,1040,0,1971,0,0.1644100580270793,0.4748801704242855,2015,3,25
2361,500000.0,4,2.75,2260,7209,1.0,0,3,3,7,1330,930,2002,0,0.2263056092843327,0.6041185868986331,2015,4,2
2362,278000.0,3,1.0,860,7632,1.0,0,0,3,6,860,0,1920,0,0.05222437137330753,0.4131013669447896,2014,8,27
2363,230000.0,5,1.0,1920,19040,1.0,0,0,3,7,1160,760,1961,0,0.2514506769825919,0.6431741523167052,2014,9,4
2364,500000.0,4,1.75,2290,9215,1.0,0,0,5,8,1270,1020,1969,0,0.3230174081237911,0.565063021480561,2014,9,22
2365,366500.0,4,2.75,2070,9300,1.0,0,0,5,7,1120,950,1945,0,0.07543520309477757,0.45310373394875436,2014,5,19
2366,665000.0,6,3.0,4250,4400,2.5,0,0,4,7,3020,1230,1902,0,0.17408123791102514,0.2543937511095331,2014,6,11
2367,1101000.0,3,1.5,2220,4830,2.0,0,3,3,9,1790,430,1928,2010,0.20309477756286265,0.24729273921533818,2015,3,16
2368,575000.0,2,1.75,1840,4076,1.0,0,0,3,8,1140,700,1957,0,0.17794970986460346,0.20267471448014673,2014,12,1
2369,674750.0,4,2.5,2590,9753,2.0,0,0,3,10,2590,0,1993,0,0.42166344294003866,0.5483164684300846,2014,11,3
2370,719000.0,5,2.0,3110,6131,1.0,0,0,5,7,1560,1550,1940,0,0.21276595744680848,0.3520326646547133,2014,9,16
2372,254000.0,2,1.0,1060,8187,1.0,0,0,4,6,1060,0,1952,0,0.12379110251450677,0.44600272205455943,2014,5,28
2373,443725.0,3,1.75,1250,3880,1.0,0,0,4,7,750,500,1944,0,0.11992263056092843,0.1910763950529617,2014,8,19
2375,469000.0,3,2.25,2070,9957,1.0,0,0,3,8,1440,630,1977,0,0.2804642166344294,0.5625776673175928,2015,1,27
2376,175000.0,2,1.0,1300,44431,1.0,0,0,5,6,1300,0,1958,0,0.1644100580270793,0.8402272323806143,2014,5,23
2377,437000.0,5,2.0,2190,8316,1.0,0,0,3,7,1390,800,1961,0,0.2688588007736944,0.4535771347417007,2014,9,9
2378,550000.0,4,3.0,2760,13113,1.0,0,0,4,8,1760,1000,1974,0,0.2475822050290135,0.7374400852121428,2014,8,20
2379,172040.0,3,2.25,1710,7134,1.0,0,0,4,7,1130,580,1979,0,0.2263056092843327,0.4026273744008521,2015,4,20
2380,363000.0,3,2.0,1750,7000,1.0,0,0,3,8,1750,0,1993,0,0.23597678916827852,0.3738682762293627,2014,12,24
2381,282000.0,3,2.25,1552,3600,2.0,0,0,3,7,1552,0,2012,0,0.20444874274661506,0.17450736729984023,2015,4,30
2382,400000.0,6,2.0,2350,6554,2.0,0,1,3,8,2000,350,1905,0,0.18181818181818182,0.3493106100952719,2014,8,14
2383,650000.0,5,3.5,5110,10018,2.0,0,0,3,10,3850,1260,2003,0,0.2263056092843327,0.554293153441032,2014,9,24
2385,269950.0,4,2.5,1960,7230,2.0,0,0,3,8,1960,0,2002,0,0.23791102514506768,0.3880111249186342,2014,10,24
2387,193000.0,3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977,0,0.19535783365570597,0.40529025386117523,2014,10,24
2388,340000.0,4,2.25,2230,6791,2.0,0,0,3,8,2230,0,2005,0,0.3481624758220503,0.3341026096218711,2014,7,25
2390,371000.0,3,2.5,2150,8361,2.0,0,0,3,8,2150,0,1991,0,0.29593810444874274,0.5158293390141429,2014,10,21
2392,300000.0,3,2.5,1830,12750,2.0,0,0,3,7,1830,0,1991,0,0.19148936170212766,0.5532280016569028,2014,8,15
2393,449950.0,4,3.0,2800,6977,2.0,0,0,3,8,2800,0,2003,0,0.42166344294003866,0.3520326646547133,2014,8,27
2394,299500.0,3,2.5,2090,7163,2.0,0,0,3,8,2090,0,1989,0,0.32882011605415856,0.47239481626131724,2014,10,22
2395,995000.0,4,2.25,2340,13406,1.0,0,0,4,9,2340,0,1963,0,0.33268858800773693,0.597195100301793,2015,3,26
2396,335000.0,4,1.75,1670,9472,1.0,0,0,3,7,1100,570,1960,0,0.08897485493230174,0.2688916503935144,2014,9,23
2397,280000.0,4,2.25,1990,7350,1.0,0,0,4,8,1180,810,1978,0,0.2727272727272727,0.3881294751168708,2014,11,10
2398,446000.0,4,2.25,2270,7800,1.0,0,0,3,7,1290,980,1977,0,0.16634429400386846,0.3922717320551512,2014,5,16
2399,1544500.0,4,2.75,4910,15139,1.0,0,0,4,10,2560,2350,1964,0,0.6499032882011605,0.8573288360258003,2014,9,27
2400,325000.0,3,1.0,950,4500,1.0,0,0,4,6,950,0,1943,0,0.10058027079303676,0.22776495650630213,2015,4,7
2401,450000.0,3,1.75,1610,11200,1.0,0,0,3,7,1610,0,1955,0,0.19148936170212766,0.6242381205988521,2014,6,19
2402,322500.0,4,2.5,1940,7107,2.0,0,0,3,7,1940,0,2000,0,0.23791102514506768,0.29907095094384284,2014,10,27
2403,453000.0,3,1.0,1210,9473,1.0,0,0,5,7,1210,0,1955,0,0.20889748549323017,0.6399195218651992,2014,9,15
2404,655000.0,4,2.5,2570,4412,2.0,0,0,3,9,2570,0,2001,0,0.35589941972920697,0.28516480265104444,2014,10,8
2405,603000.0,3,2.25,1700,2800,2.0,0,0,5,7,1150,550,1926,0,0.17021276595744678,0.16267234747618203,2015,5,4
2406,235000.0,4,1.0,1610,24000,1.5,0,0,3,6,1610,0,1947,0,0.1257253384912959,0.5295579620095864,2014,9,2
2407,968933.0,4,3.5,4120,7304,2.0,0,0,3,11,3070,1050,2006,0,0.3578336557059961,0.5295579620095864,2014,7,28
2408,1015000.0,3,3.5,2880,11340,1.0,0,0,3,8,1690,1190,1980,2013,0.3694390715667311,0.6325226344754128,2014,11,14
2409,435000.0,4,2.25,1990,8548,2.0,0,0,3,8,1990,0,1973,0,0.32882011605415856,0.48967394520385826,2014,12,3
2410,242000.0,3,2.0,1260,8092,1.0,0,0,3,7,1260,0,1986,0,0.25725338491295935,0.4403219125392035,2014,6,18
2412,810000.0,4,2.75,3010,10450,2.0,0,0,3,9,3010,0,1996,0,0.4622823984526112,0.5845908041895971,2014,8,1
2414,165000.0,3,1.5,1280,7742,1.0,0,0,3,7,1280,0,1973,0,0.1829787234042553,0.41688857328836026,2014,10,23
2415,335000.0,3,1.0,2320,6750,1.0,0,0,3,7,1160,1160,1960,0,0.11798839458413928,0.3209657376176105,2015,4,27
2416,286700.0,3,1.0,1220,6600,1.0,0,0,3,6,1220,0,1958,0,0.09284332688588008,0.3520326646547133,2014,7,24
2417,699000.0,2,1.5,1400,4050,1.0,0,0,4,8,1400,0,1954,0,0.2475822050290135,0.3129770992366412,2015,4,24
2418,280000.0,3,1.75,1590,7280,1.0,0,0,3,7,1140,450,1974,0,0.1876208897485493,0.5315699153796083,2015,3,27
2419,580000.0,4,2.5,2220,7064,2.0,0,0,3,8,2220,0,1988,0,0.3094777562862669,0.40239067400437895,2014,6,2
2420,754800.0,2,2.5,2770,7781,2.0,0,0,3,8,2770,0,2006,0,0.241779497098646,0.315580803597846,2014,6,20
2421,525000.0,4,2.5,2303,16801,2.0,0,0,3,8,2303,0,1995,0,0.28239845261121854,0.7906976744186047,2015,2,10
2422,562000.0,3,1.75,1600,10530,1.0,0,2,3,8,1600,0,1962,0,0.3810444874274661,0.45109178057873245,2015,2,17
2423,575000.0,4,1.75,1280,6060,1.0,0,0,3,7,860,420,1926,0,0.16827852998065762,0.2384164743475945,2014,5,20
2424,808900.0,5,2.5,2900,5901,2.0,0,0,3,9,2900,0,2006,0,0.49903288201160534,0.3032132078821232,2014,7,11
2426,335000.0,3,2.5,1700,6698,2.0,0,0,3,7,1700,0,1997,0,0.3036750483558994,0.3961772885969584,2014,9,19
2427,473000.0,3,2.75,1050,7200,1.0,0,0,3,7,1050,0,1985,0,0.23984526112185683,0.4940529025386117,2014,12,26
2428,350000.0,4,2.75,2990,11210,1.0,0,1,4,8,1880,1110,1977,0,0.41972920696324945,0.5448251375821055,2015,3,25
2429,1600000.0,5,2.5,3100,5374,2.5,0,0,4,9,3100,0,1906,0,0.3017408123791102,0.3046925853600805,2015,4,24
2430,305500.0,3,1.0,1240,6090,1.0,0,0,4,7,1240,0,1950,0,0.1798839458413926,0.4997337120539677,2014,12,17
2432,233000.0,2,2.25,850,1656,2.0,0,0,3,8,850,0,2001,0,0.04448742746615088,0.03911474051719037,2014,12,2
2433,490000.0,3,1.75,1540,9000,1.0,0,0,3,8,1540,0,1971,0,0.21083172147001933,0.40458015267175573,2015,3,31
2435,355000.0,3,2.25,2550,9674,1.0,0,0,3,7,1850,700,1959,0,0.31334622823984526,0.53393691934434,2014,11,20
2436,360000.0,2,2.0,1770,7607,1.0,0,0,4,8,1770,0,1987,0,0.2843326885880077,0.3821527901059234,2015,4,2
2437,737500.0,3,1.75,2320,10900,2.0,0,0,3,7,2320,0,1935,1974,0.19148936170212766,0.3046925853600805,2014,7,9
2438,985000.0,3,3.5,2600,11920,2.0,0,0,5,8,2600,0,1969,0,0.35009671179883944,0.5561867566128174,2014,12,15
2439,349950.0,2,3.25,1570,2031,2.0,0,0,3,8,1310,260,2006,0,0.18375241779497098,0.08213503757618794,2014,8,6
2440,520000.0,4,2.5,3060,7161,2.0,0,0,3,8,2860,200,2005,0,0.45067698259187616,0.3651695366589739,2015,2,20
2441,355950.0,4,2.5,1960,8540,1.0,0,0,3,7,1220,740,1955,0,0.24951644100580267,0.5011539144328068,2014,12,17
2442,485000.0,5,2.5,3270,6129,2.0,0,0,3,9,3270,0,2004,0,0.4564796905222437,0.31226699804722174,2014,12,29
2443,143000.0,3,1.0,1090,3315,1.0,0,0,4,6,1090,0,1969,0,0.06576402321083173,0.14610331972306057,2014,12,12
2444,3278000.0,2,1.75,6840,10000,2.5,1,4,3,11,4350,2490,2001,0,0.4835589941972921,0.6893307296289721,2014,12,10
2445,355000.0,3,1.0,940,8512,1.0,0,0,4,7,940,0,1967,0,0.0851063829787234,0.46517545416888567,2014,7,23
